Date,Country,App,Platform,Ad Network,Daily Users
22/10/2018,KW,Carz,ios,Ad Network 1,1
17/10/2018,CZ,Carz,ios,Organic,1
17/10/2018,US,Blast!,android,Organic,1643
19/10/2018,PH,Blast!,ios,Ad Network 1,294
16/10/2018,HN,Blast!,ios,Ad Network 1,20
21/10/2018,NP,Blast!,android,Organic,1
22/10/2018,LC,Blast!,android,Organic,1
18/10/2018,BH,Blast!,ios,Ad Network 1,12
20/10/2018,CH,Blast!,ios,Organic,51
16/10/2018,KR,Carz,ios,Ad Network 1,2
18/10/2018,NZ,Blast!,ios,Organic,9
22/10/2018,MY,Blast!,android,Organic,11
22/10/2018,NZ,Blast!,android,Organic,3
17/10/2018,NC,Blast!,ios,Organic,3
16/10/2018,TJ,Blast!,ios,Ad Network 1,2
20/10/2018,AO,T-Rex,ios,Organic,1
20/10/2018,CY,Blast!,ios,Organic,6
18/10/2018,MX,Carz,ios,Ad Network 1,2
16/10/2018,QA,Blast!,ios,Organic,2
22/10/2018,AR,Screwed,android,Organic,520
17/10/2018,SG,Blast!,ios,Ad Network 1,42
22/10/2018,IT,Bally Ball,ios,Organic,4
19/10/2018,PS,Blast!,ios,Organic,3
19/10/2018,IN,Blast!,ios,Organic,41
22/10/2018,CO,Blast!,ios,Ad Network 1,106
17/10/2018,IQ,Carz,ios,Organic,2
17/10/2018,CY,Blast!,android,Organic,2
17/10/2018,AD,Blast!,ios,Ad Network 1,1
18/10/2018,JO,Blast!,android,Organic,2
21/10/2018,NO,T-Rex,ios,Organic,12
19/10/2018,CA,T-Rex,android,Organic,3
18/10/2018,QA,Blast!,ios,Ad Network 1,20
20/10/2018,PL,Blast!,ios,Organic,26
22/10/2018,RU,Carz,ios,Ad Network 1,1
16/10/2018,SE,T-Rex,ios,Organic,27
19/10/2018,TN,Blast!,android,Organic,1
21/10/2018,PE,Blast!,ios,Organic,11
20/10/2018,VN,Carz,ios,Organic,188
16/10/2018,VE,Blast!,android,Organic,1
17/10/2018,GR,Carz,android,Ad Network 1,1
16/10/2018,FI,Blast!,android,Organic,2
20/10/2018,PE,Blast!,android,Organic,3
16/10/2018,ZA,Blast!,ios,Ad Network 1,25
16/10/2018,AL,Blast!,ios,Organic,12
18/10/2018,BR,Screwed,android,Organic,20
22/10/2018,CN,Carz,ios,Ad Network 1,2
22/10/2018,IS,Blast!,ios,Ad Network 3,1
16/10/2018,MK,Blast!,ios,Ad Network 1,7
16/10/2018,MA,Blast!,ios,Organic,7
22/10/2018,AU,Carz,ios,Organic,1
20/10/2018,CN,Blast!,ios,Ad Network 1,11
21/10/2018,AM,Blast!,ios,Organic,2
18/10/2018,MY,Blast!,ios,Ad Network 1,73
19/10/2018,NL,Carz,android,Ad Network 1,24
19/10/2018,SV,Blast!,ios,Ad Network 1,7
16/10/2018,MN,Blast!,ios,Ad Network 1,42
16/10/2018,AU,Blast!,ios,Ad Network 1,27
20/10/2018,AR,T-Rex,android,Organic,5
18/10/2018,CN,T-Rex,ios,Organic,39
22/10/2018,IN,Blast!,ios,Ad Network 3,1
21/10/2018,MN,Blast!,android,Organic,2
17/10/2018,MK,Blast!,ios,Organic,4
21/10/2018,VN,Carz,android,Ad Network 1,81
20/10/2018,RU,Blast!,ios,Ad Network 1,234
16/10/2018,KH,Blast!,android,Organic,1
22/10/2018,PH,Carz,ios,Organic,32
21/10/2018,PK,Blast!,ios,Organic,8
21/10/2018,US,T-Rex,ios,Ad Network 2,5
17/10/2018,SG,Carz,ios,Ad Network 1,4
19/10/2018,SK,Blast!,ios,Ad Network 1,26
17/10/2018,LK,T-Rex,ios,Organic,1
16/10/2018,GE,Blast!,ios,Organic,7
19/10/2018,BR,Screwed,ios,Organic,136
21/10/2018,TR,T-Rex,android,Organic,2
16/10/2018,VE,Blast!,ios,Ad Network 1,17
22/10/2018,PF,Blast!,ios,Organic,1
19/10/2018,TM,Blast!,ios,Ad Network 1,1
18/10/2018,IN,Carz,android,Organic,2
20/10/2018,FR,T-Rex,ios,Organic,21
17/10/2018,VE,Blast!,ios,Ad Network 3,1
16/10/2018,SV,Blast!,ios,Ad Network 1,11
17/10/2018,BG,Blast!,ios,Ad Network 1,20
22/10/2018,KW,Blast!,ios,Organic,13
16/10/2018,UZ,Blast!,ios,Ad Network 1,10
20/10/2018,PH,Blast!,ios,Organic,121
22/10/2018,IR,Blast!,android,Organic,6
19/10/2018,PG,Blast!,ios,Ad Network 1,1
20/10/2018,RE,Blast!,ios,Organic,5
19/10/2018,US,T-Rex,ios,Ad Network 3,837
17/10/2018,US,T-Rex,ios,Ad Network 1,329
20/10/2018,AU,T-Rex,ios,Organic,104
18/10/2018,TW,Blast!,ios,Organic,191
17/10/2018,UA,Blast!,android,Organic,31
17/10/2018,BO,Carz,ios,Ad Network 1,1
21/10/2018,EG,Carz,ios,Ad Network 1,1
18/10/2018,UA,Blast!,ios,Ad Network 1,150
17/10/2018,IR,Carz,ios,Ad Network 1,4
21/10/2018,AM,Bally Ball,ios,Organic,1
19/10/2018,VN,T-Rex,android,Organic,2
18/10/2018,CR,Blast!,ios,Ad Network 1,34
17/10/2018,SE,Blast!,ios,Organic,52
16/10/2018,PT,Blast!,ios,Ad Network 1,60
21/10/2018,NL,Screwed,ios,Organic,59
16/10/2018,AZ,Blast!,ios,Ad Network 1,15
18/10/2018,IT,Carz,ios,Organic,3
19/10/2018,BD,Blast!,android,Organic,2
20/10/2018,VN,Screwed,ios,Organic,483
18/10/2018,AF,Blast!,ios,Organic,3
21/10/2018,MQ,Blast!,ios,Ad Network 1,5
20/10/2018,SA,Carz,ios,Organic,3
20/10/2018,IR,Bally Ball,ios,Ad Network 1,1
17/10/2018,BE,Blast!,ios,Organic,37
17/10/2018,MO,Blast!,ios,Organic,6
20/10/2018,CA,T-Rex,ios,Ad Network 3,2
19/10/2018,IL,Blast!,android,Organic,10
17/10/2018,IQ,Blast!,ios,Organic,17
16/10/2018,AO,Blast!,ios,Organic,2
22/10/2018,IL,Screwed,android,Organic,1
17/10/2018,CN,Carz,ios,Organic,1
21/10/2018,HN,T-Rex,android,Organic,1
22/10/2018,GL,Blast!,ios,Ad Network 1,2
16/10/2018,MC,Blast!,ios,Ad Network 1,1
16/10/2018,AU,Carz,ios,Ad Network 1,2
22/10/2018,BS,Blast!,ios,Ad Network 1,5
18/10/2018,GH,Blast!,ios,Ad Network 1,4
22/10/2018,PL,Carz,ios,Ad Network 1,1
21/10/2018,NC,Blast!,ios,Ad Network 1,3
20/10/2018,CN,Carz,ios,Ad Network 1,1
21/10/2018,GG,Blast!,ios,Organic,1
22/10/2018,BE,T-Rex,android,Organic,1
18/10/2018,MX,Carz,android,Organic,1
17/10/2018,PR,Carz,ios,Ad Network 1,2
21/10/2018,AU,T-Rex,ios,Organic,94
20/10/2018,DZ,Blast!,ios,Organic,4
16/10/2018,KZ,Blast!,ios,Organic,39
20/10/2018,CO,Blast!,android,Organic,22
21/10/2018,US,Bally Ball,ios,Ad Network 5,1
22/10/2018,SA,Carz,ios,Organic,2
17/10/2018,AT,Blast!,ios,Ad Network 1,28
22/10/2018,IR,Bally Ball,ios,Ad Network 1,1
17/10/2018,CH,Blast!,ios,Ad Network 1,62
20/10/2018,SO,Blast!,ios,Ad Network 1,1
20/10/2018,TW,T-Rex,ios,Organic,4
19/10/2018,TR,Blast!,ios,Organic,100
18/10/2018,BR,Carz,android,Organic,204
19/10/2018,VN,Screwed,android,Organic,690
22/10/2018,AT,T-Rex,android,Organic,3
19/10/2018,BA,Blast!,ios,Ad Network 1,4
22/10/2018,VN,T-Rex,ios,Ad Network 3,2
19/10/2018,HK,Carz,ios,Ad Network 1,1
19/10/2018,US,T-Rex,ios,Ad Network 6,557
18/10/2018,MU,Blast!,android,Organic,2
16/10/2018,UA,T-Rex,ios,Organic,4
22/10/2018,AL,Blast!,android,Organic,1
22/10/2018,NI,Blast!,ios,Organic,1
16/10/2018,FR,Blast!,ios,Organic,103
18/10/2018,IT,T-Rex,android,Organic,2
18/10/2018,BH,Blast!,android,Organic,3
22/10/2018,ZA,T-Rex,android,Organic,1
19/10/2018,CH,Blast!,android,Organic,29
21/10/2018,MX,Bally Ball,android,Organic,1
19/10/2018,BE,Carz,ios,Ad Network 1,1
20/10/2018,AR,Carz,android,Organic,272
19/10/2018,DK,Blast!,android,Organic,53
19/10/2018,PT,T-Rex,android,Organic,2
18/10/2018,US,T-Rex,android,Organic,169
17/10/2018,MY,Blast!,android,Organic,14
22/10/2018,MQ,Blast!,ios,Organic,1
18/10/2018,PY,Blast!,ios,Organic,1
22/10/2018,LK,T-Rex,ios,Organic,1
19/10/2018,FR,Screwed,ios,Organic,2
18/10/2018,VE,Blast!,ios,Ad Network 1,14
20/10/2018,LU,Blast!,ios,Ad Network 1,8
19/10/2018,SA,Carz,ios,Organic,5
18/10/2018,MX,T-Rex,ios,Organic,5
17/10/2018,VE,Blast!,ios,Organic,5
16/10/2018,AU,Bally Ball,ios,Organic,1
22/10/2018,SV,Bally Ball,ios,Organic,1
16/10/2018,BS,Blast!,ios,Ad Network 1,4
21/10/2018,PK,Bally Ball,ios,Organic,1
17/10/2018,IN,T-Rex,android,Organic,4
16/10/2018,LA,Blast!,ios,Ad Network 1,16
21/10/2018,RS,Blast!,ios,Organic,7
20/10/2018,NG,Blast!,ios,Organic,4
19/10/2018,AG,Blast!,ios,Organic,1
21/10/2018,RE,Blast!,android,Organic,1
19/10/2018,KR,Blast!,ios,Organic,22
16/10/2018,RE,Blast!,ios,Organic,7
18/10/2018,AE,Blast!,android,Organic,5
16/10/2018,BN,Blast!,ios,Organic,2
20/10/2018,IE,Blast!,ios,Ad Network 1,20
16/10/2018,MV,Blast!,ios,Ad Network 1,2
16/10/2018,CR,Blast!,ios,Ad Network 1,34
16/10/2018,IN,Carz,ios,Ad Network 1,1
18/10/2018,CO,Carz,ios,Ad Network 1,1
16/10/2018,BG,Blast!,ios,Ad Network 1,21
19/10/2018,ID,Blast!,android,Organic,31
22/10/2018,BE,Blast!,ios,Ad Network 1,46
20/10/2018,MR,Blast!,ios,Ad Network 1,1
16/10/2018,SE,Blast!,android,Organic,60
21/10/2018,ID,T-Rex,ios,Organic,3
20/10/2018,CZ,Blast!,android,Organic,17
21/10/2018,CW,Blast!,ios,Ad Network 1,3
22/10/2018,DE,T-Rex,android,Organic,40
20/10/2018,KW,T-Rex,ios,Organic,2
18/10/2018,CH,Blast!,android,Organic,25
21/10/2018,OM,Blast!,ios,Ad Network 1,3
21/10/2018,DE,Bally Ball,ios,Organic,3
17/10/2018,LK,Blast!,ios,Organic,1
18/10/2018,GB,Bally Ball,ios,Organic,5
19/10/2018,un,Blast!,ios,Ad Network 1,2
18/10/2018,PH,Carz,ios,Organic,37
21/10/2018,US,T-Rex,ios,Ad Network 4,30
21/10/2018,UA,Bally Ball,ios,Ad Network 1,1
16/10/2018,ES,Carz,android,Ad Network 1,1
21/10/2018,HK,Blast!,android,Organic,8
20/10/2018,UA,T-Rex,ios,Organic,4
21/10/2018,BR,T-Rex,android,Organic,85
16/10/2018,BH,Bally Ball,ios,Organic,1
19/10/2018,VN,Carz,android,Ad Network 1,117
22/10/2018,SO,Blast!,ios,Ad Network 1,3
20/10/2018,SE,Blast!,ios,Ad Network 1,30
21/10/2018,IL,Carz,ios,Ad Network 1,2
17/10/2018,AL,Blast!,ios,Ad Network 1,51
17/10/2018,UY,Blast!,android,Organic,7
17/10/2018,GB,Carz,ios,Ad Network 1,2
19/10/2018,TT,Blast!,ios,Ad Network 1,8
19/10/2018,JO,Blast!,ios,Ad Network 1,32
21/10/2018,TW,Blast!,android,Organic,23
22/10/2018,GH,Blast!,android,Organic,1
22/10/2018,NL,Screwed,android,Organic,14
21/10/2018,BY,T-Rex,android,Organic,2
19/10/2018,PH,Carz,android,Organic,49
17/10/2018,IS,Blast!,android,Organic,1
16/10/2018,GB,Screwed,ios,Organic,7
22/10/2018,DO,Bally Ball,ios,Ad Network 1,2
17/10/2018,AS,Blast!,ios,Organic,1
17/10/2018,CV,Blast!,ios,Organic,1
18/10/2018,RU,Blast!,ios,Ad Network 1,295
22/10/2018,AE,Blast!,ios,Ad Network 1,15
20/10/2018,UZ,Blast!,android,Organic,1
16/10/2018,DZ,Blast!,ios,Organic,2
20/10/2018,PT,Bally Ball,ios,Organic,1
17/10/2018,US,T-Rex,android,Organic,74
21/10/2018,GT,Blast!,ios,Ad Network 1,40
17/10/2018,SN,Blast!,android,Organic,1
16/10/2018,IQ,Blast!,android,Organic,8
19/10/2018,NL,Blast!,ios,Ad Network 1,89
18/10/2018,GR,Blast!,ios,Ad Network 3,2
20/10/2018,CA,T-Rex,ios,Ad Network 1,7
20/10/2018,FR,T-Rex,android,Organic,16
22/10/2018,AO,T-Rex,ios,Organic,1
16/10/2018,BR,Carz,ios,Ad Network 1,2313
19/10/2018,AU,Blast!,ios,Ad Network 1,27
22/10/2018,IL,Carz,ios,Organic,1
22/10/2018,MN,Blast!,android,Organic,1
18/10/2018,GR,Bally Ball,ios,Organic,3
19/10/2018,BG,Blast!,ios,Organic,10
18/10/2018,MA,Blast!,ios,Organic,13
22/10/2018,KY,Blast!,ios,Organic,1
20/10/2018,BR,Blast!,ios,Ad Network 1,512
21/10/2018,LT,Blast!,ios,Organic,2
19/10/2018,IR,T-Rex,ios,Ad Network 3,1
20/10/2018,MU,Blast!,ios,Organic,3
19/10/2018,un,Blast!,ios,Ad Network 3,1
20/10/2018,CR,Blast!,ios,Ad Network 1,28
18/10/2018,SG,Blast!,ios,Ad Network 6,1
22/10/2018,AR,T-Rex,ios,Organic,1
21/10/2018,BE,T-Rex,android,Organic,2
21/10/2018,NZ,Blast!,ios,Organic,8
21/10/2018,FI,Blast!,ios,Ad Network 1,12
18/10/2018,IN,Blast!,ios,Organic,37
22/10/2018,CZ,Blast!,android,Organic,10
18/10/2018,KR,Blast!,ios,Organic,27
17/10/2018,SA,T-Rex,ios,Organic,7
16/10/2018,CM,Blast!,android,Organic,1
19/10/2018,IR,Bally Ball,ios,Organic,1
16/10/2018,NZ,Blast!,ios,Organic,6
18/10/2018,MT,T-Rex,ios,Organic,1
16/10/2018,GF,Blast!,ios,Ad Network 1,1
19/10/2018,PL,Blast!,android,Organic,45
17/10/2018,JP,Blast!,ios,Organic,155
21/10/2018,CZ,Blast!,android,Organic,15
20/10/2018,IR,Carz,ios,Ad Network 1,2
19/10/2018,PR,Blast!,ios,Ad Network 2,4
20/10/2018,AL,Blast!,ios,Ad Network 1,38
20/10/2018,SY,Blast!,ios,Organic,1
21/10/2018,VI,Blast!,ios,Ad Network 1,2
18/10/2018,BB,Blast!,ios,Ad Network 1,2
19/10/2018,TW,T-Rex,android,Organic,2
16/10/2018,MA,T-Rex,ios,Organic,2
16/10/2018,RO,Blast!,android,Organic,24
17/10/2018,CH,Blast!,android,Organic,32
17/10/2018,HU,Blast!,ios,Ad Network 1,91
20/10/2018,KW,Blast!,ios,Organic,20
22/10/2018,FR,Blast!,ios,Ad Network 1,96
21/10/2018,MU,Blast!,ios,Organic,1
18/10/2018,BE,Blast!,android,Organic,15
17/10/2018,NI,Blast!,ios,Organic,1
18/10/2018,BS,Blast!,ios,Ad Network 1,4
19/10/2018,TN,Blast!,ios,Ad Network 1,17
20/10/2018,MT,T-Rex,ios,Organic,1
19/10/2018,GE,T-Rex,ios,Organic,1
19/10/2018,DE,Carz,android,Organic,1
20/10/2018,PT,Blast!,ios,Organic,11
16/10/2018,SK,Blast!,android,Organic,3
18/10/2018,JO,Blast!,ios,Organic,4
16/10/2018,CZ,Blast!,ios,Organic,13
21/10/2018,BR,Blast!,ios,Organic,164
20/10/2018,GB,Bally Ball,ios,Organic,7
22/10/2018,PY,Blast!,ios,Organic,1
22/10/2018,YE,Blast!,ios,Ad Network 1,2
18/10/2018,IN,Blast!,android,Organic,90
20/10/2018,TH,T-Rex,ios,Organic,5
22/10/2018,IT,Blast!,ios,Ad Network 1,157
19/10/2018,DE,Blast!,ios,Ad Network 1,53
19/10/2018,VN,T-Rex,ios,Organic,5
17/10/2018,GT,Blast!,ios,Ad Network 1,49
17/10/2018,JO,Blast!,android,Organic,2
21/10/2018,VN,Blast!,ios,Organic,210
22/10/2018,CM,Blast!,ios,Ad Network 1,1
17/10/2018,DE,Carz,android,Ad Network 1,1
17/10/2018,GP,Blast!,android,Organic,1
19/10/2018,NL,T-Rex,ios,Ad Network 3,1
21/10/2018,US,Screwed,ios,Organic,574
16/10/2018,IT,Blast!,ios,Ad Network 1,313
19/10/2018,US,Bally Ball,ios,Ad Network 2,1609
21/10/2018,CO,Blast!,android,Organic,21
17/10/2018,AZ,Blast!,ios,Organic,5
18/10/2018,BR,T-Rex,ios,Organic,6
19/10/2018,BR,Carz,android,Ad Network 1,885
20/10/2018,NZ,Blast!,ios,Ad Network 1,16
18/10/2018,BD,Blast!,ios,Organic,1
22/10/2018,AU,T-Rex,ios,Organic,55
21/10/2018,JE,Blast!,ios,Organic,1
16/10/2018,BR,T-Rex,ios,Organic,4
18/10/2018,MP,Blast!,android,Organic,3
19/10/2018,GH,Blast!,ios,Ad Network 1,1
22/10/2018,PL,Blast!,ios,Ad Network 1,60
20/10/2018,LV,Blast!,android,Organic,1
18/10/2018,AR,Carz,android,Ad Network 1,1239
21/10/2018,DE,T-Rex,ios,Organic,25
16/10/2018,CG,Blast!,ios,Ad Network 1,1
21/10/2018,GB,T-Rex,android,Organic,13
20/10/2018,IS,Blast!,ios,Ad Network 1,6
19/10/2018,GB,Screwed,ios,Organic,8
21/10/2018,US,T-Rex,ios,Ad Network 7,302
22/10/2018,RU,Bally Ball,android,Organic,1
16/10/2018,AR,Carz,ios,Organic,529
17/10/2018,TH,Blast!,android,Organic,31
19/10/2018,PL,T-Rex,android,Organic,1
18/10/2018,ES,Carz,ios,Ad Network 1,3
20/10/2018,AE,T-Rex,ios,Organic,4
22/10/2018,UA,Blast!,ios,Ad Network 1,97
21/10/2018,AL,T-Rex,ios,Ad Network 3,1
22/10/2018,CA,Blast!,ios,Ad Network 1,34
19/10/2018,CA,Carz,ios,Organic,4
22/10/2018,LU,Blast!,ios,Organic,1
18/10/2018,PT,Blast!,android,Organic,8
20/10/2018,IL,T-Rex,ios,Organic,1
18/10/2018,GU,Blast!,ios,Organic,4
21/10/2018,IN,Carz,ios,Ad Network 1,1
20/10/2018,KG,Blast!,ios,Ad Network 1,10
22/10/2018,PR,T-Rex,ios,Ad Network 5,1
21/10/2018,IT,Carz,android,Organic,1
20/10/2018,PF,Blast!,ios,Organic,3
19/10/2018,US,Screwed,android,Organic,327
19/10/2018,SA,Bally Ball,ios,Organic,4
21/10/2018,RU,Blast!,ios,Organic,142
20/10/2018,RO,Blast!,ios,Ad Network 3,1
19/10/2018,GL,Blast!,ios,Ad Network 1,1
19/10/2018,GF,Blast!,ios,Ad Network 1,2
16/10/2018,IE,Blast!,ios,Ad Network 1,25
18/10/2018,IR,Blast!,ios,Ad Network 2,1
20/10/2018,EC,Blast!,ios,Ad Network 1,69
19/10/2018,SG,Carz,ios,Ad Network 1,1
18/10/2018,SE,T-Rex,ios,Organic,23
22/10/2018,RU,Blast!,ios,Organic,120
21/10/2018,BZ,Blast!,ios,Ad Network 1,3
17/10/2018,LU,Blast!,ios,Organic,2
20/10/2018,BS,Blast!,android,Organic,1
19/10/2018,ES,Carz,ios,Ad Network 1,4
20/10/2018,IL,Blast!,ios,Organic,14
17/10/2018,TH,Blast!,ios,Organic,38
20/10/2018,IN,Bally Ball,ios,Organic,1
21/10/2018,GB,Blast!,ios,Ad Network 3,2
21/10/2018,IQ,Blast!,ios,Ad Network 1,101
18/10/2018,DE,Screwed,ios,Organic,2
21/10/2018,SK,Blast!,android,Organic,5
20/10/2018,MV,Blast!,ios,Organic,1
19/10/2018,CL,Blast!,ios,Ad Network 1,147
20/10/2018,BR,Screwed,android,Organic,2188
21/10/2018,MY,T-Rex,android,Organic,1
19/10/2018,PF,Blast!,ios,Ad Network 1,3
21/10/2018,NP,Blast!,ios,Organic,2
20/10/2018,BY,Blast!,ios,Organic,3
19/10/2018,BY,Blast!,android,Organic,7
16/10/2018,GB,Carz,ios,Ad Network 1,6
16/10/2018,CA,Bally Ball,android,Organic,41
20/10/2018,PH,Carz,android,Organic,43
21/10/2018,EE,Blast!,android,Organic,2
20/10/2018,MQ,Bally Ball,android,Organic,1
18/10/2018,CL,Blast!,android,Organic,27
20/10/2018,US,Screwed,android,Organic,508
22/10/2018,JM,Blast!,ios,Ad Network 1,5
22/10/2018,AU,T-Rex,ios,Ad Network 1,1
19/10/2018,CA,Blast!,ios,Ad Network 2,1
21/10/2018,PL,Blast!,ios,Organic,16
18/10/2018,CY,Blast!,android,Organic,1
16/10/2018,BO,Blast!,ios,Ad Network 1,10
19/10/2018,PT,Blast!,android,Organic,15
17/10/2018,SN,Blast!,ios,Ad Network 1,8
21/10/2018,HU,Screwed,ios,Organic,1
16/10/2018,GA,Blast!,ios,Ad Network 1,2
16/10/2018,KH,T-Rex,ios,Organic,1
22/10/2018,LB,Blast!,ios,Ad Network 1,12
16/10/2018,ID,Blast!,android,Organic,33
16/10/2018,DJ,Blast!,ios,Ad Network 1,1
21/10/2018,NL,Blast!,ios,Ad Network 1,67
20/10/2018,RS,Blast!,ios,Ad Network 1,35
18/10/2018,CN,Carz,android,Organic,15
18/10/2018,MK,Blast!,ios,Organic,8
16/10/2018,RO,T-Rex,ios,Organic,2
21/10/2018,IT,Blast!,ios,Organic,82
18/10/2018,PE,Blast!,ios,Ad Network 1,51
16/10/2018,US,Blast!,ios,Ad Network 3,6502
17/10/2018,ZA,Carz,ios,Ad Network 1,1
17/10/2018,SR,Blast!,android,Organic,1
18/10/2018,BW,Blast!,ios,Organic,1
22/10/2018,AE,Blast!,android,Organic,2
16/10/2018,UA,Blast!,ios,Ad Network 1,155
16/10/2018,GR,T-Rex,ios,Organic,3
20/10/2018,AL,Blast!,android,Organic,3
17/10/2018,PH,T-Rex,ios,Organic,1
22/10/2018,TJ,Blast!,ios,Ad Network 1,1
21/10/2018,NO,Carz,ios,Ad Network 1,1
18/10/2018,RU,Carz,ios,Ad Network 1,1
21/10/2018,AZ,Blast!,android,Organic,3
18/10/2018,US,Screwed,ios,Organic,18
18/10/2018,GT,Blast!,ios,Ad Network 1,43
20/10/2018,MX,Blast!,ios,Ad Network 5,1
17/10/2018,MK,T-Rex,ios,Organic,1
16/10/2018,NZ,Blast!,android,Organic,2
17/10/2018,NL,Blast!,ios,Ad Network 2,1
17/10/2018,IN,Blast!,android,Organic,94
18/10/2018,TL,Blast!,ios,Ad Network 1,1
22/10/2018,BD,Blast!,ios,Ad Network 1,10
22/10/2018,TR,Blast!,android,Organic,24
21/10/2018,DZ,Blast!,ios,Organic,5
21/10/2018,GB,Blast!,ios,Ad Network 1,82
16/10/2018,BR,Carz,ios,Organic,431
21/10/2018,IR,T-Rex,android,Organic,8
19/10/2018,IN,T-Rex,ios,Organic,5
18/10/2018,KZ,T-Rex,ios,Organic,1
20/10/2018,BE,T-Rex,ios,Organic,2
17/10/2018,NL,Carz,android,Organic,14
17/10/2018,KE,Blast!,ios,Organic,4
19/10/2018,VN,Carz,ios,Organic,161
19/10/2018,BR,T-Rex,ios,Organic,5
22/10/2018,SV,Blast!,ios,Organic,4
18/10/2018,GF,Blast!,ios,Ad Network 1,2
17/10/2018,ME,Blast!,android,Organic,1
19/10/2018,CR,Blast!,ios,Organic,9
17/10/2018,US,Blast!,ios,Ad Network 3,5954
18/10/2018,DE,Bally Ball,ios,Organic,1
20/10/2018,MW,Blast!,ios,Ad Network 1,1
18/10/2018,GB,Bally Ball,android,Organic,1
16/10/2018,LA,Blast!,android,Organic,3
21/10/2018,US,T-Rex,ios,Ad Network 1,182
22/10/2018,PR,Screwed,android,Organic,1
22/10/2018,BM,T-Rex,ios,Organic,2
19/10/2018,FR,T-Rex,android,Organic,1
19/10/2018,DJ,Blast!,ios,Ad Network 1,1
17/10/2018,PA,Blast!,ios,Ad Network 1,16
20/10/2018,ID,Blast!,ios,Ad Network 1,85
18/10/2018,KR,Blast!,ios,Ad Network 3,3
20/10/2018,TN,Blast!,ios,Organic,1
22/10/2018,BH,Blast!,ios,Ad Network 1,4
20/10/2018,ES,Carz,ios,Ad Network 1,1
17/10/2018,KZ,Blast!,android,Organic,9
21/10/2018,KZ,Blast!,ios,Ad Network 1,34
21/10/2018,VN,Blast!,ios,Ad Network 1,1028
21/10/2018,AD,Blast!,ios,Ad Network 1,1
20/10/2018,NI,Blast!,ios,Organic,1
16/10/2018,JP,Blast!,android,Organic,31
22/10/2018,GU,Blast!,ios,Ad Network 1,2
16/10/2018,BR,Blast!,ios,Organic,155
18/10/2018,TW,Blast!,android,Organic,26
16/10/2018,GR,Blast!,android,Organic,2
22/10/2018,PH,Carz,ios,Ad Network 1,168
16/10/2018,MU,Blast!,ios,Organic,2
17/10/2018,IN,Blast!,ios,Ad Network 1,147
18/10/2018,JP,Blast!,ios,Organic,157
17/10/2018,PR,Blast!,android,Organic,13
21/10/2018,ES,Blast!,ios,Ad Network 3,1
19/10/2018,LK,T-Rex,ios,Organic,1
18/10/2018,VN,T-Rex,android,Organic,2
20/10/2018,AF,Carz,android,Organic,1
17/10/2018,PR,Blast!,ios,Ad Network 1,35
21/10/2018,PY,Carz,ios,Organic,1
17/10/2018,KH,Blast!,android,Organic,2
20/10/2018,UA,Bally Ball,ios,Organic,2
16/10/2018,MK,Blast!,ios,Organic,2
21/10/2018,PE,Carz,ios,Ad Network 1,1
22/10/2018,IN,Carz,ios,Organic,2
22/10/2018,BO,Blast!,ios,Ad Network 1,12
16/10/2018,PA,Blast!,android,Organic,2
16/10/2018,CI,Blast!,android,Organic,1
18/10/2018,HN,Blast!,ios,Ad Network 1,13
21/10/2018,NL,Bally Ball,ios,Organic,1
19/10/2018,KR,Blast!,ios,Ad Network 1,78
18/10/2018,IN,Screwed,android,Organic,1
21/10/2018,TR,T-Rex,ios,Organic,3
22/10/2018,RE,Blast!,ios,Ad Network 1,9
17/10/2018,US,Blast!,ios,Ad Network 1,119
17/10/2018,BB,Blast!,ios,Ad Network 1,3
21/10/2018,CL,Blast!,ios,Ad Network 1,142
17/10/2018,SE,T-Rex,ios,Organic,22
20/10/2018,MV,Blast!,ios,Ad Network 1,4
18/10/2018,KR,Blast!,android,Organic,13
18/10/2018,PK,Blast!,ios,Organic,8
21/10/2018,MK,Blast!,ios,Ad Network 1,5
22/10/2018,IT,Blast!,ios,Organic,54
21/10/2018,IE,Blast!,android,Organic,6
17/10/2018,CA,Blast!,android,Organic,32
17/10/2018,CA,Blast!,ios,Ad Network 2,4
17/10/2018,MA,Blast!,android,Organic,7
19/10/2018,TW,Carz,android,Organic,1
20/10/2018,SK,Blast!,ios,Organic,7
21/10/2018,PA,Screwed,android,Organic,1
22/10/2018,US,Carz,android,Organic,48
16/10/2018,GB,Carz,ios,Organic,6
21/10/2018,PT,Screwed,android,Organic,2
18/10/2018,FR,Blast!,ios,Organic,89
22/10/2018,PS,Screwed,android,Organic,1
19/10/2018,UA,Blast!,ios,Organic,58
22/10/2018,IN,Blast!,ios,Ad Network 1,92
19/10/2018,AZ,Blast!,ios,Organic,6
16/10/2018,SA,Carz,ios,Ad Network 1,1
19/10/2018,PR,Blast!,ios,Ad Network 3,3
20/10/2018,IT,Blast!,ios,Organic,114
18/10/2018,CI,Blast!,ios,Ad Network 1,9
17/10/2018,TR,Blast!,ios,Organic,80
21/10/2018,PH,Carz,ios,Organic,33
18/10/2018,RS,Blast!,android,Organic,8
21/10/2018,JM,Blast!,ios,Organic,5
18/10/2018,FI,T-Rex,ios,Organic,3
19/10/2018,IT,Blast!,ios,Ad Network 1,235
19/10/2018,NL,Carz,android,Organic,17
